rater,id,model,empathy,professionalism,safety,naturalness,relevance
2,273,B,3.0,3.0,4.0,5,4.0
2,274,B,4.0,3.5,2.5,5,3.5
2,275,B,4.0,3.0,4.0,4.0,4.0
2,276,B,5,4.0,3.0,4.5,5
2,277,B,4.5,3.5,4.0,5,5
2,278,B,4.5,3.0,4.0,5,4.0
2,279,B,5,3.5,3.5,5,3.0
2,280,B,3.5,2.5,4.5,4.5,2.5
2,281,B,4.5,2.0,4.5,4.0,5
2,282,B,4.5,3.5,4.0,5,3.5
2,283,B,4.0,2.5,3.5,4.5,4.5
2,284,B,4.5,3.0,4.5,5,3.5
2,285,B,2.0,1,4.5,4.0,2.5
2,286,B,5,4.5,4.5,4.5,5
2,287,B,2.5,2.0,2.5,4.5,2.5
2,288,B,3.5,3.0,2.5,4.5,4.0
2,289,B,5,4.0,3.0,5,5
2,290,B,4.5,2.5,5,5,4.5
2,291,B,3.5,2.0,2.5,5,2.5
2,292,B,3.5,2.5,4.0,5,4.5
2,293,B,4.5,2.5,3.0,5,4.5
2,294,B,2.0,2.5,4.0,4.5,2.0
2,295,B,3.0,2.5,3.0,4.0,2.0
2,296,B,2.0,1.5,3.5,3.5,3.5
2,297,B,3.5,2.5,4.0,5,4.5
2,298,B,4.5,1.5,3.5,5,2.5
2,299,B,4.5,2.0,3.0,4.5,5
2,300,B,4.0,2.5,3.0,5,5
2,301,B,2.5,1,4.5,3.0,2.5
2,302,B,5,3.5,3.5,5,5
2,303,B,2.0,1.5,2.0,4.5,4.0
2,304,B,5,1,4.5,5,2.0
2,305,B,3.5,2.5,3.5,5,4.5
2,306,B,3.0,1,3.5,5,2.0
2,307,B,3.5,2.5,2.5,4.5,3.5
2,308,B,5,3.0,3.5,5,4.5
2,309,B,5,3.5,3.5,5,3.0
2,310,B,5,3.0,4.5,5,4.5
2,311,B,2.0,2.5,2.5,4.5,4.0
2,312,B,5,2.5,2.5,5,4.0
2,313,B,4.5,1.5,2.5,5,4.0
2,314,B,4.5,4.5,4.0,5,4.0
2,315,B,4.0,3.0,3.0,5,4.0
2,316,B,4.0,3.5,4.0,4.5,3.5
2,317,B,3.5,2.0,4.0,5,5
2,318,B,5,2.5,3.0,5,4.0
2,319,B,4.0,1,3.0,5,3.5
2,320,B,4.5,4.0,3.0,4.0,3.0
2,321,B,4.5,3.0,3.0,4.5,5
2,322,B,2.0,2.5,3.5,5,3.5
2,323,B,5,3.5,2.5,5,3.0
2,324,B,3.0,2.0,3.5,4.0,2.0
2,325,B,4.0,3.0,3.0,5,3.5
2,326,B,3.0,3.5,4.0,5,5
2,327,B,4.5,4.0,3.5,5,4.5
2,328,B,5,3.0,3.5,5,4.5
2,329,B,5,3.0,3.0,5,5
2,330,B,3.5,4.0,3.5,5,5
2,331,B,4.0,3.5,3.0,5,5
2,332,B,4.5,3.0,4.5,5,4.0
2,333,B,3.5,2.5,3.5,5,3.0
2,334,B,4.5,2.5,4.5,5,4.0
2,335,B,3.0,2.5,2.0,5,4.5
2,336,B,4.0,4.5,4.0,4.5,4.0
2,337,B,4.0,4.5,3.5,5,5
2,338,B,4.5,2.0,4.0,5,3.0
2,339,B,3.5,3.5,2.0,5,4.0
2,340,B,2.0,1.5,3.0,5,4.5
2,341,B,2.5,2.0,3.5,5,2.5
2,342,B,5,4.5,3.5,5,5
2,343,B,3.5,3.0,2.5,5,4.0
2,344,B,3.0,2.0,3.5,4.0,4.0
2,345,B,2.0,1,3.0,5,2.0
2,346,B,4.5,2.5,2.5,4.5,4.0
2,347,B,4.5,4.0,3.0,5,4.0
2,348,B,4.5,3.5,4.0,3.5,4.0
2,349,B,3.0,3.5,2.5,5,3.5
2,350,B,3.0,2.0,2.0,5,4.0
2,351,B,2.5,2.5,4.5,5,4.0
2,352,B,4.5,2.0,3.0,5,4.0
2,353,B,3.0,3.0,2.5,5,3.0
2,354,B,4.0,4.0,4.0,5,5
2,355,B,3.5,3.0,4.0,5,4.5
2,356,B,3.5,2.0,3.0,5,3.5
2,357,B,4.0,3.5,2.5,5,3.0
2,358,B,4.5,2.5,3.5,5,4.0
2,359,B,4.0,2.5,4.0,5,3.0
2,360,B,5,3.5,4.5,5,5
2,361,B,4.0,2.5,3.0,4.5,4.5
2,362,B,5,2.5,4.0,5,4.0
2,363,B,4.0,1,4.0,5,4.0
2,364,B,5,4.0,3.0,5,4.5
2,365,B,4.0,2.5,3.5,5,1
2,366,B,4.5,2.0,3.0,5,4.0
2,367,B,5,2.5,3.0,5,5
2,368,B,5,3.5,3.5,5,4.0
2,369,B,4.5,3.5,4.0,5,4.0
2,370,B,4.5,3.0,3.5,5,2.5
2,371,B,4.0,3.0,4.0,5,4.5
2,372,B,4.5,3.5,4.0,4.5,5
2,373,B,5,2.5,2.5,5,3.5
2,374,B,4.5,3.0,2.5,5,3.0
2,375,B,5,3.0,3.5,5,4.5
2,376,B,4.5,3.5,3.0,4.5,4.5
2,377,B,4.0,4.5,3.0,5,4.0
2,378,B,5,3.5,3.5,5,4.0
2,379,B,4.0,2.5,3.0,4.5,3.0
2,380,B,5,2.0,2.5,5,3.0
2,381,B,5,4.0,4.5,5,5
2,382,B,3.5,2.0,3.0,3.5,3.5
2,383,B,5,2.5,3.5,3.5,5
2,384,B,3.0,3.5,2.5,5,5
2,385,B,4.5,3.0,4.0,5,4.5
2,386,B,4.5,2.0,2.0,4.5,4.0
2,387,B,4.0,4.0,4.0,5,5
2,388,B,4.5,2.0,4.0,5,3.0
2,389,B,4.0,3.5,3.5,5,3.5
2,390,B,3.0,3.0,4.0,3.5,3.0
2,391,B,5,2.5,2.5,5,4.5
2,392,B,2.5,3.0,2.5,4.5,4.5
2,393,B,2.5,2.5,4.0,5,5
2,394,B,5,3.0,2.5,5,5
2,395,B,5,4.5,3.5,5,5
2,396,B,3.5,2.0,2.0,5,3.0
2,397,B,5,3.5,4.0,4.0,4.0
2,398,B,4.0,2.0,2.0,4.5,3.5
2,399,B,5,3.5,2.5,5,5
2,400,B,4.0,3.0,4.0,5,5
2,401,B,5,4.5,3.5,5,5
2,402,B,4.0,1,3.5,5,2.5
2,403,B,5,2.0,4.0,5,4.5
2,404,B,5,2.5,4.0,5,5
2,405,B,4.0,3.0,3.0,5,3.0
2,406,B,4.0,2.5,3.5,4.0,4.0
2,407,B,4.5,3.0,4.5,5,4.5
2,408,B,3.0,3.5,4.5,4.5,5
2,409,B,3.5,1.5,3.0,4.5,2.5
2,410,B,4.5,3.0,3.0,5,5
2,411,B,2.0,3.5,2.5,3.5,3.0
2,412,B,2.0,1.5,2.5,4.5,5
2,413,B,4.5,2.0,2.5,4.0,3.0
2,414,B,3.0,2.0,2.5,4.5,3.5
2,415,B,5,3.5,2.5,5,3.5
2,416,B,3.0,2.0,2.5,5,2.5
2,417,B,4.0,3.5,3.0,4.5,4.0
2,418,B,5,3.5,4.5,5,4.0
2,419,B,2.5,3.0,3.0,4.5,3.0
2,420,B,4.0,2.0,3.5,4.0,3.0
2,421,B,5,5,4.5,5,4.5
2,422,B,4.5,5,4.0,5,5
2,423,B,4.0,2.0,3.5,5,4.0
2,424,B,5,2.0,4.0,5,4.5
2,425,B,4.0,2.5,4.0,3.5,4.0
2,426,B,5,2.5,4.5,5,3.0
2,427,B,4.5,1,2.0,4.0,1
2,428,B,4.0,2.0,5,5,4.5
2,429,B,3.0,1.5,3.5,4.5,4.5
2,430,B,2.5,1.5,3.0,4.5,1.5
2,431,B,4.5,2.0,3.5,5,3.5
2,432,B,4.0,2.5,3.5,4.5,4.5
2,433,B,4.5,2.0,5,5,3.0
2,434,B,4.0,1,3.5,5,3.0
2,435,B,4.5,2.5,4.5,5,4.5
2,436,B,5,2.5,5,5,2.0
2,437,B,4.0,2.5,5,5,4.5
2,438,B,3.0,3.5,4.5,5,4.0
2,439,B,4.5,3.0,4.5,4.5,2.0
2,440,B,5,3.0,3.5,4.5,5
2,441,B,3.0,2.0,3.0,5,3.5
2,442,B,3.5,3.0,4.0,3.5,4.5
2,443,B,4.5,3.0,4.5,5,5
2,444,B,3.5,3.0,4.0,5,4.0
2,445,B,3.5,2.0,3.0,4.5,3.0
2,446,B,5,2.0,3.5,4.5,5
2,447,B,3.5,3.0,3.0,4.5,4.5
2,448,B,5,2.5,3.0,4.5,3.5
2,449,B,5,4.0,5,5,4.0
2,450,B,2.0,2.0,4.0,3.5,2.5
2,451,B,4.5,2.5,2.5,5,3.5
2,452,B,4.5,2.0,3.0,5,5
2,453,B,4.0,2.5,5,5,4.5
2,454,B,3.5,1,3.0,4.5,3.5
2,455,B,4.0,1,3.0,4.5,4.0
2,456,B,2.5,3.0,3.0,5,4.0
2,457,B,5,3.5,3.0,5,5
2,458,B,4.0,2.5,3.5,5,3.5
2,459,B,4.5,3.5,3.5,5,4.5
2,460,B,2.0,2.5,3.0,4.5,4.0
2,461,B,3.5,3.5,2.5,5,5
2,462,B,5,3.5,4.0,5,5
2,463,B,3.0,3.0,3.0,5,4.0
2,464,B,5,4.5,3.5,5,5
2,465,B,4.0,2.0,3.0,5,4.0
2,466,B,4.5,3.0,3.0,5,4.5
2,467,B,3.5,2.5,2.5,5,3.0
2,468,B,5,2.0,2.0,4.5,3.5
2,469,B,5,4.0,3.0,5,5
2,470,B,4.5,3.0,3.5,5,4.0
2,471,B,4.0,1.5,2.5,4.5,2.0
2,472,B,4.0,3.0,2.5,3.5,4.0
2,473,B,5,3.5,3.5,5,5
2,474,B,4.0,3.0,4.0,5,5
2,475,B,3.0,2.5,3.0,4.5,2.5
2,476,B,3.5,2.5,2.5,4.5,3.5
2,477,B,4.0,2.5,1.5,5,4.5
2,478,B,2.0,3.0,2.5,5,3.0
2,479,B,3.0,1.5,2.5,4.5,3.0
2,480,B,5,2.5,2.5,4.5,3.5
2,481,B,4.0,3.5,2.0,5,2.5
2,482,B,4.5,2.5,2.5,5,4.0
2,483,B,5,3.5,3.5,5,3.5
2,484,B,4.0,2.0,1.5,4.0,3.5
2,485,B,3.5,1,2.0,3.5,4.0
2,486,B,2.0,2.5,2.5,4.0,3.5
2,487,B,4.5,4.5,5,5,5
2,488,B,3.0,1.5,2.5,4.5,2.5
2,489,B,4.5,3.0,1.5,3.5,3.5
2,490,B,3.0,2.0,2.0,3.5,3.0
2,491,B,3.0,2.5,3.0,5,3.5
2,492,B,4.5,2.5,1,4.0,2.0
2,493,B,4.0,1,2.0,4.0,3.0
2,494,B,2.0,3.0,2.0,3.5,2.0
2,495,B,2.5,2.0,1.5,4.5,3.0
2,496,B,4.0,3.0,2.5,4.0,3.0
2,497,B,4.5,3.5,1,5,5
2,498,B,3.0,1.5,2.5,4.5,3.5
2,499,B,3.0,3.0,3.0,5,4.0
2,500,B,3.0,2.0,1.5,4.0,3.5
3,1,A,3.0,3.0,3.0,4.0,3.0
3,2,A,3.0,2.0,3.5,3.5,4.0
3,3,A,5,4.5,4.0,4.0,5
3,4,A,5,3.5,4.5,3.5,4.5
3,5,A,4.0,4.5,3.0,4.0,5
3,6,A,3.0,2.5,3.0,3.5,3.0
3,7,A,5,3.5,4.0,5,5
3,8,A,4.5,5,5,5,5
3,9,A,4.0,4.5,4.0,4.0,5
3,10,A,3.5,3.0,4.0,4.5,5
3,11,A,4.0,3.0,4.0,4.5,4.0
3,12,A,3.5,4.0,3.0,4.5,4.0
3,13,A,4.5,4.0,4.5,4.0,5
3,14,A,4.0,3.5,4.0,3.5,5
3,15,A,5,3.0,4.0,4.0,5
3,16,A,4.0,4.0,3.5,4.0,5
3,17,A,4.5,4.5,4.0,4.0,4.0
3,18,A,3.5,3.0,3.5,4.0,5
3,19,A,3.0,2.0,3.5,4.5,3.5
3,20,A,3.0,4.5,4.5,4.5,5
3,21,A,5,3.0,4.0,4.0,4.5
3,22,A,4.5,4.0,5,5,5
3,23,A,3.5,2.5,4.0,4.5,4.5
3,24,A,4.5,3.0,4.0,3.5,5
3,25,A,5,4.0,4.0,3.5,3.5
3,26,A,4.5,3.5,3.0,4.5,5
3,27,A,4.0,4.5,3.5,4.5,5
3,28,A,4.5,3.0,4.5,4.5,5
3,29,A,4.0,4.0,3.0,4.0,5
3,30,A,4.0,3.0,4.5,3.5,5
3,31,A,4.5,5,4.5,4.5,5
3,32,A,4.5,4.5,5,5,5
3,33,A,4.5,3.0,4.5,5,4.5
3,34,A,4.5,2.5,4.5,4.0,4.5
3,35,A,4.0,4.5,5,5,4.5
3,36,A,4.5,4.5,4.0,4.0,5
3,37,A,2.5,2.5,3.0,3.5,5
3,38,A,4.0,4.0,4.0,4.0,5
3,39,A,4.5,4.0,3.5,3.5,5
3,40,A,4.0,4.5,5,4.0,5
3,41,A,3.0,3.5,4.0,4.5,5
3,42,A,5,4.0,3.0,4.5,5
3,43,A,4.0,3.0,3.5,3.5,5
3,44,A,5,4.0,3.5,5,5
3,45,A,3.5,3.5,3.5,5,4.0
3,46,A,4.0,4.0,4.5,5,5
3,47,A,4.0,4.5,4.5,4.0,4.0
3,48,A,4.0,3.5,3.5,5,5
3,49,A,3.0,4.0,5,4.5,5
3,50,A,5,3.5,5,5,5
3,51,A,3.0,3.5,4.0,5,5
3,52,A,4.0,3.5,3.0,4.5,5
3,53,A,5,2.5,4.0,4.5,4.0
3,54,A,4.5,3.5,4.0,4.5,3.0
3,55,A,4.0,3.5,3.5,4.5,5
3,56,A,2.5,3.0,4.5,4.0,3.0
3,57,A,3.0,3.5,3.0,4.0,5
3,58,A,3.0,3.0,4.0,4.5,4.0
3,59,A,4.0,4.5,4.0,5,5
3,60,A,4.0,4.0,3.0,4.5,4.5
3,61,A,3.0,2.5,4.5,3.0,4.0
3,62,A,3.0,2.5,3.5,5,4.5
3,63,A,3.5,2.5,4.5,4.0,4.0
3,64,A,4.5,4.0,3.5,4.0,4.0
3,65,A,3.0,3.5,3.5,5,5
3,66,A,4.0,2.5,4.0,4.5,5
3,67,A,4.5,3.5,4.5,5,5
3,68,A,4.0,2.0,4.5,3.5,3.5
3,69,A,4.5,4.0,3.5,5,5
3,70,A,5,4.0,4.0,4.5,4.5
3,71,A,3.5,3.0,3.5,4.0,4.5
3,72,A,4.5,2.5,4.5,4.5,3.5
3,73,A,4.0,2.5,4.5,4.5,4.0
3,74,A,3.0,4.0,4.0,4.5,5
3,75,A,3.5,4.0,3.0,3.5,4.5
3,76,A,4.5,4.5,4.0,4.0,5
3,77,A,4.5,4.0,4.0,4.5,5
3,78,A,4.5,3.5,4.0,4.0,3.5
3,79,A,4.5,3.0,4.0,4.5,3.0
3,80,A,4.5,4.0,3.5,5,5
3,81,A,4.0,3.0,3.5,4.0,4.5
3,82,A,4.5,3.0,3.5,5,4.5
3,83,A,3.0,2.5,3.5,4.0,3.0
3,84,A,4.5,3.5,3.5,3.5,5
3,85,A,4.5,4.0,3.0,4.5,5
3,86,A,4.5,3.5,4.5,4.0,5
3,87,A,3.5,3.5,4.0,4.0,4.5
3,88,A,3.5,4.5,3.0,4.5,4.5
3,89,A,4.5,3.5,4.0,4.0,4.5
3,90,A,4.0,4.0,4.0,4.5,5
3,91,A,3.5,3.5,4.5,3.5,4.5
3,92,A,4.5,4.0,4.0,4.5,5
3,93,A,4.5,2.5,4.0,4.5,4.0
3,94,A,3.5,4.0,3.5,3.5,5
3,95,A,4.0,5,3.5,4.5,5
3,96,A,3.0,3.5,3.5,4.0,5
3,97,A,3.5,3.0,3.5,5,4.0
3,98,A,5,4.0,4.5,3.5,5
3,99,A,4.5,4.5,4.0,4.5,5
3,100,A,3.0,3.0,3.5,4.0,4.0
3,101,A,4.5,3.0,3.5,4.0,5
3,102,A,4.0,4.0,3.5,5,5
3,103,A,4.0,3.5,3.5,4.0,5
3,104,A,3.5,4.0,3.5,4.5,5
3,105,A,4.0,5,3.5,4.5,5
3,106,A,3.5,4.0,4.0,4.5,4.5
3,107,A,3.5,5,4.5,5,5
3,108,A,5,3.5,4.5,4.5,5
3,109,A,3.0,5,5,3.5,4.0
3,110,A,4.5,3.0,3.5,4.5,5
3,111,A,4.5,3.0,4.0,4.0,4.0
3,112,A,5,3.5,3.5,4.5,4.5
3,113,A,3.5,4.0,4.0,4.5,4.5
3,114,A,3.5,5,4.5,3.5,5
3,115,A,4.5,3.0,3.5,3.5,5
3,116,A,4.0,3.5,3.5,3.5,5
3,117,A,3.5,4.0,3.5,4.0,5
3,118,A,4.5,4.0,4.0,4.0,5
3,119,A,5,4.0,4.0,5,5
3,120,A,5,2.5,4.0,3.5,4.0
3,121,A,4.5,4.5,4.0,4.0,4.5
3,122,A,5,5,4.0,5,4.0
3,123,A,3.0,4.5,3.0,4.0,4.5
3,124,A,3.0,4.0,2.5,4.0,3.0
3,125,A,3.5,5,3.5,4.5,4.0
3,126,A,4.0,3.5,3.0,5,5
3,127,A,4.5,4.0,3.5,5,5
3,128,A,5,4.0,4.0,5,5
3,129,A,3.5,5,4.5,5,5
3,130,A,4.0,4.0,3.5,5,4.5
3,131,A,5,4.0,3.0,4.5,4.0
3,132,A,4.0,3.5,3.0,4.5,5
3,133,A,4.0,2.0,4.0,4.0,4.5
3,134,A,3.5,4.0,3.0,3.5,5
3,135,A,5,3.5,3.5,5,4.0
3,136,A,3.0,3.5,4.0,3.5,5
3,137,A,4.5,4.0,3.5,4.0,4.5
3,138,A,5,4.0,3.5,4.5,5
3,139,A,4.0,4.5,5,5,4.0
3,140,A,4.0,3.0,3.5,5,5
3,141,A,2.0,3.5,2.5,4.5,3.5
3,142,A,4.0,4.5,4.0,4.5,5
3,143,A,4.0,4.0,4.0,3.5,5
3,144,A,4.0,3.5,3.0,5,5
3,145,A,3.5,4.0,3.0,4.0,5
3,146,A,3.5,3.5,4.5,5,4.0
3,147,A,4.5,4.0,4.5,5,5
3,148,A,3.0,2.5,2.0,4.0,4.5
3,149,A,4.0,3.5,4.5,4.0,4.5
3,150,A,3.0,3.5,4.0,4.5,4.5
3,151,A,3.0,2.5,4.0,4.5,4.5
3,152,A,4.5,4.0,3.5,5,5
3,153,A,3.0,3.0,4.5,4.0,5
3,154,A,4.0,3.0,4.0,5,5
3,155,A,5,3.5,3.5,5,4.0
3,156,A,3.5,2.0,4.0,5,3.5
3,157,A,3.5,3.0,3.0,4.5,5
3,158,A,4.0,4.5,4.5,4.0,5
3,159,A,3.0,3.0,4.0,3.5,5
3,160,A,4.5,4.0,4.5,4.5,5
3,161,A,3.0,3.0,3.5,4.0,5
3,162,A,4.5,3.5,4.0,5,5
3,163,A,3.5,4.5,3.0,3.5,5
3,164,A,4.5,4.0,3.5,5,4.5
3,165,A,4.5,5,4.5,4.0,4.5
3,166,A,4.0,4.0,3.5,5,4.5
3,167,A,3.0,3.5,4.0,4.5,5
3,168,A,3.0,5,4.5,4.5,4.0
3,169,A,4.0,2.5,4.0,5,4.0
3,170,A,4.5,3.0,4.0,3.5,5
3,171,A,4.0,4.0,4.5,5,5
3,172,A,4.5,2.0,4.0,4.0,3.0
3,173,A,4.0,4.5,3.5,4.5,5
3,174,A,5,3.0,4.0,5,4.5
3,175,A,4.0,3.5,4.5,4.0,5
3,176,A,4.5,4.5,3.0,5,5
3,177,A,4.0,3.0,4.5,5,4.5
3,178,A,4.5,4.0,4.0,4.5,4.5
3,179,A,4.5,4.5,3.5,5,5
3,180,A,4.0,3.5,3.5,4.0,5
3,181,A,4.0,3.5,3.0,4.5,4.0
3,182,A,3.0,3.5,3.5,4.0,5
3,183,A,4.5,3.0,4.0,4.0,5
3,184,A,3.5,4.5,3.0,5,5
3,185,A,4.0,4.0,3.5,5,5
3,186,A,3.5,3.5,3.5,4.0,5
3,187,A,4.5,4.5,3.0,4.5,5
3,188,A,5,4.0,2.0,4.5,5
3,189,A,3.0,3.5,2.5,5,4.5
3,190,A,3.0,4.0,3.0,4.5,5
3,191,A,3.0,4.0,4.5,4.0,5
3,192,A,4.0,3.5,3.5,4.0,5
3,193,A,4.5,3.5,4.0,5,5
3,194,A,3.5,4.5,3.5,4.0,5
3,195,A,4.0,4.0,4.0,4.5,5
3,196,A,4.5,3.0,4.5,3.5,5
3,197,A,3.5,3.5,3.0,4.5,5
3,198,A,3.0,2.5,4.0,4.0,4.5
3,199,A,3.0,2.5,3.5,4.0,4.5
3,200,A,4.5,2.5,4.0,4.5,4.0
3,201,A,5,3.0,4.0,3.5,3.5
3,202,A,3.5,4.5,4.0,4.5,5
3,203,A,3.0,2.5,3.0,4.5,5
3,204,A,5,5,4.5,5,5
3,205,A,5,5,5,5,4.0
3,206,A,4.0,3.5,4.5,3.5,4.0
3,207,A,3.5,4.5,4.0,4.0,4.0
3,208,A,5,5,4.0,5,5
3,209,A,5,3.5,3.5,4.0,5
3,210,A,4.0,3.5,3.5,4.0,5
3,211,A,4.0,4.5,4.5,4.5,4.5
3,212,A,5,5,3.5,5,5
3,213,A,4.5,3.0,4.5,3.5,5
3,214,A,5,3.0,3.0,5,5
3,215,A,4.0,4.5,3.0,4.0,5
3,216,A,3.0,3.5,4.0,5,5
3,217,A,5,4.5,3.5,5,4.5
3,218,A,4.5,4.5,3.0,4.5,5
3,219,A,4.0,3.5,4.0,5,4.5
3,220,A,5,4.0,3.5,5,5
3,221,A,3.0,3.0,4.5,4.0,4.5
3,222,A,4.0,4.0,3.5,4.0,5
3,223,A,4.0,3.0,4.0,4.5,3.0
3,224,A,3.0,3.0,3.0,4.0,5
3,225,A,4.5,3.0,4.0,5,4.5
3,226,A,5,3.5,3.5,4.5,5
3,227,A,4.0,5,5,4.5,5
3,228,A,4.0,4.0,4.5,4.5,5
3,229,A,5,3.5,5,4.5,5
3,230,A,3.5,3.5,3.5,4.0,4.5
3,231,A,3.0,4.5,3.5,4.0,4.5
3,232,A,3.0,3.5,4.5,5,5
3,233,A,4.0,2.0,3.5,4.0,4.0
3,234,A,3.5,3.0,4.0,5,4.5
3,235,A,4.0,4.0,4.5,4.0,5
3,236,A,4.5,4.0,3.0,4.0,4.5
3,237,A,4.0,4.5,4.5,4.0,4.5
3,238,A,4.0,4.5,3.0,5,5
3,239,A,4.0,2.0,4.5,4.5,3.5
3,240,A,4.0,4.5,5,4.5,4.0
3,241,A,4.5,3.0,4.0,5,5
3,242,A,4.0,2.5,4.0,5,5
3,243,A,5,3.5,3.0,5,5
3,244,A,3.0,3.5,4.5,4.0,4.0
3,245,A,4.5,3.5,3.0,4.0,4.5
3,246,A,5,3.5,4.0,4.5,5
3,247,A,4.5,3.5,3.0,4.5,5
3,248,A,4.0,3.0,4.0,4.0,5
3,249,A,4.0,2.0,3.0,4.0,4.5
3,250,A,4.0,4.5,3.5,3.5,5
3,251,A,3.5,4.0,4.5,5,5
3,252,A,5,4.0,3.5,3.5,5
3,253,A,4.0,5,4.0,5,5
3,254,A,3.5,3.5,4.5,4.0,5
3,255,A,4.0,4.0,3.5,4.0,5
3,256,A,3.5,4.0,4.0,5,5
3,257,A,3.5,5,4.5,5,5
3,258,A,4.5,3.5,4.0,4.5,3.5
3,259,A,4.0,4.0,3.0,4.5,5
3,260,A,4.5,3.5,3.5,4.5,4.0
3,261,A,4.5,3.0,3.5,5,5
3,262,A,4.5,4.0,4.0,5,4.0
3,263,A,3.0,3.5,4.0,4.5,4.5
3,264,A,4.5,4.0,3.5,5,4.0
3,265,A,4.5,3.5,4.5,4.0,4.5
3,266,A,3.0,3.5,4.5,4.0,5
3,267,A,4.5,4.5,4.0,4.0,5
3,268,A,4.0,3.5,3.0,4.5,4.0
3,269,A,4.0,4.0,4.0,5,5
3,270,A,5,3.5,4.0,4.5,5
3,271,A,4.5,4.5,3.5,4.0,5
3,272,A,5,4.5,4.5,4.0,5
3,273,A,3.0,2.5,4.0,4.0,4.5
3,274,A,4.5,4.0,4.0,5,5
3,275,A,5,5,3.5,4.5,4.0
3,276,A,2.0,3.0,4.0,4.0,3.5
3,277,A,3.0,2.0,3.5,5,4.0
3,278,A,5,4.0,4.0,5,5
3,279,A,3.5,3.0,3.0,4.5,4.0
3,280,A,4.5,5,5,4.0,5
3,281,A,4.0,2.5,3.0,3.0,2.0
3,282,A,4.5,3.5,3.5,3.5,5
3,283,A,4.5,3.0,4.0,4.5,5
3,284,A,2.5,3.0,4.0,5,5
3,285,A,5,4.5,4.5,5,5
3,286,A,4.5,2.5,3.5,4.0,3.5
3,287,A,4.5,4.5,4.0,4.5,5
3,288,A,3.0,1.5,2.5,5,4.0
3,289,A,2.5,2.5,4.5,3.5,5
3,290,A,3.5,4.5,4.5,3.5,5
3,291,A,4.0,2.0,4.0,4.0,4.0
3,292,A,4.5,4.5,3.0,4.0,4.5
3,293,A,5,4.5,4.5,4.0,5
3,294,A,3.0,3.5,5,5,4.0
3,295,A,5,4.0,3.5,4.0,4.5
3,296,A,4.0,4.5,3.5,5,5
3,297,A,5,3.0,3.5,4.0,5
3,298,A,3.5,3.5,4.0,3.5,4.5
3,299,A,5,3.5,3.5,4.0,4.5
3,300,A,5,3.0,4.5,5,5
3,301,A,3.5,4.5,4.0,5,5
3,302,A,3.0,3.5,4.5,4.0,5
3,303,A,4.5,4.0,3.5,4.5,5
3,304,A,3.0,5,5,5,5
3,305,A,3.0,4.0,3.5,4.5,5
3,306,A,5,4.5,4.0,5,5
3,307,A,4.5,3.5,3.5,4.5,4.0
3,308,A,3.0,4.5,3.5,4.5,5
3,309,A,4.0,4.0,4.0,4.0,4.5
3,310,A,5,4.5,4.0,4.5,4.0
3,311,A,4.5,3.5,3.5,4.0,4.0
3,312,A,4.5,4.5,3.5,5,5
3,313,A,5,3.5,3.0,4.5,4.0
3,314,A,4.5,3.0,4.0,4.5,5
3,315,A,4.0,4.0,4.5,5,5
3,316,A,4.5,4.5,4.0,4.0,5
3,317,A,4.0,4.0,3.5,5,5
3,318,A,4.0,3.5,3.0,4.0,5
3,319,A,5,4.5,3.5,5,5
3,320,A,4.0,3.5,4.0,4.5,5
3,321,A,4.5,2.0,4.5,4.0,5
3,322,A,4.0,3.5,3.5,4.0,4.0
3,323,A,4.0,3.5,3.5,4.0,5
3,324,A,4.0,3.0,3.5,3.5,5
3,325,A,5,3.5,3.5,5,4.0
3,326,A,3.5,3.0,4.5,4.0,4.5
3,327,A,4.5,4.0,4.0,4.0,3.0
3,328,A,4.5,5,5,4.0,5
3,329,A,4.5,3.0,4.0,4.0,5
3,330,A,3.5,3.0,4.5,4.0,4.5
3,331,A,4.0,3.5,3.5,4.5,4.0
3,332,A,3.0,2.5,4.0,3.5,4.5
3,333,A,3.0,4.5,4.5,5,5
3,334,A,4.0,3.5,4.5,5,5
3,335,A,3.0,3.0,3.5,4.5,5
3,336,A,4.5,3.5,3.0,5,3.5
3,337,A,5,2.5,4.5,4.5,3.0
3,338,A,4.5,3.5,3.5,5,4.5
3,339,A,4.0,4.0,3.0,4.5,5
3,340,A,4.5,3.0,3.0,4.5,5
3,341,A,4.5,5,4.5,4.5,4.5
3,342,A,4.5,3.5,3.5,3.5,5
3,343,A,5,3.5,3.5,5,5
3,344,A,3.5,4.5,3.5,5,5
3,345,A,4.5,4.0,4.0,5,4.5
3,346,A,4.0,3.5,3.5,3.5,5
3,347,A,3.0,3.5,4.5,4.0,3.5
3,348,A,3.0,1.5,2.0,3.0,2.5
3,349,A,5,4.0,4.5,4.0,5
3,350,A,4.0,4.0,3.5,5,4.0
3,351,A,5,4.0,4.5,4.0,4.5
3,352,A,4.5,4.0,3.5,3.5,5
3,353,A,3.5,2.0,3.5,4.5,3.5
3,354,A,4.0,3.5,3.5,4.0,5
3,355,A,3.5,3.5,4.0,4.0,4.5
3,356,A,3.5,3.5,4.5,4.0,5
3,357,A,4.5,4.0,4.0,4.0,5
3,358,A,4.5,3.5,4.0,4.0,5
3,359,A,4.0,3.5,4.0,4.5,4.5
3,360,A,3.5,3.0,3.5,3.5,4.5
3,361,A,5,2.0,2.0,3.5,4.5
3,362,A,4.0,4.5,4.5,4.0,5
